Phecode,Phenotype,Category,Mean Age,#Cases /#Samples,%Female,#SOMAscan Proteins,#Olink Proteins,#Metabolon Metabolites,#Nightingale Metabolites,#RNAseq Gene expression,Download
212,Benign neoplasm of respiratory and intrathoracic organs,neoplasms,68.11 ± 7.97,483/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1slLFbDodPdfG-GE5t_Sfjqyl52DKoAiu/view?usp=drivesdk
213,Benign neoplasm of bone and articular cartilage,neoplasms,68.01 ± 7.99,401/358830,52%,0,0,0,0,0,https://drive.google.com/file/d/1zVJhcogygrApEIeJm7lakTKW7JDR-6Kb/view?usp=drivesdk
214,Lipoma,neoplasms,68.04 ± 8.01,2678/402229,54%,0,0,0,0,0,https://drive.google.com/file/d/16PABqgof6hYIZ0gwLBBR6O4cPIUZISdA/view?usp=drivesdk
214.1,Lipoma of skin and subcutaneous tissue,neoplasms,67.92 ± 8.12,5710/405196,54%,0,0,0,0,0,https://drive.google.com/file/d/1K4frHkaLTch3MT5aiR71xotm8vYpymXz/view?usp=drivesdk
215,Other benign neoplasm of connective and other soft tissue,neoplasms,68.06 ± 7.99,1456/400933,54%,0,0,0,0,0,https://drive.google.com/file/d/1RMbwHxzzWY9A87vzdVoO9qf7ScNFuK6V/view?usp=drivesdk
216,Benign neoplasm of skin,neoplasms,67.77 ± 8.31,10960/408367,54%,3,0,0,0,4,https://drive.google.com/file/d/16V3CWUzZ9FWO4zmrO_IMZCvxKZ4N3QsO/view?usp=drivesdk
217.1,Nevus; non-neoplastic,neoplasms,68.1 ± 7.96,873/398129,54%,0,0,0,0,0,https://drive.google.com/file/d/1I-cHDrVy3Xio54T9nlvKzN8NdLcARmOX/view?usp=drivesdk
218,Benign neoplasm of uterus,neoplasms,68.07 ± 7.98,510/196639,100%,0,0,0,0,0,https://drive.google.com/file/d/1eZL1hS_3iN7E5ab0oQlzTj1j7ZqvaxRq/view?usp=drivesdk
218.1,Uterine leiomyoma,neoplasms,67.24 ± 8.72,11719/208020,100%,1,0,2,0,15,https://drive.google.com/file/d/1nDpo3KtYTsdrcEoao6b7xnPUvN7EXgXX/view?usp=drivesdk
218.2,Other benign neoplasm of uterus,neoplasms,68.1 ± 7.92,414/196551,100%,0,0,0,0,0,https://drive.google.com/file/d/1B-s8MiHFT2NixRSCvgLatTVDzzLXTfNn/view?usp=drivesdk
220,Benign neoplasm of ovary,neoplasms,67.73 ± 8.02,1887/174269,100%,0,0,0,0,2,https://drive.google.com/file/d/1ui2GrFwjigIU00d6OcfqZR_hcM_U2Rnx/view?usp=drivesdk
221,Benign neoplasm of other female genital organs,neoplasms,67.82 ± 7.95,263/172540,100%,0,0,0,0,0,https://drive.google.com/file/d/1R2vSEgvY4UyOyV6h2V7mjvT9LibrrQre/view?usp=drivesdk
222,Benign neoplasm of male genital organs,neoplasms,67.89 ± 8.06,215/174176,0%,0,0,0,0,0,https://drive.google.com/file/d/16UpDpVDC_rzDWOEcHv2m3bKIelM0TUna/view?usp=drivesdk
223,Benign neoplasm of kidney and other urinary organs,neoplasms,68.02 ± 7.98,294/358732,52%,0,0,0,0,1,https://drive.google.com/file/d/1yyYwCVA8bTRziG81AtFBpV6zygjMMwsk/view?usp=drivesdk
225.1,Benign neoplasm of brain; cranial nerves; meninges,neoplasms,68.08 ± 7.99,1377/407193,54%,0,0,0,0,0,https://drive.google.com/file/d/1W_IDDjgiiG3P_E7BFdJbXBkQtya_yAYG/view?usp=drivesdk
226,Benign neoplasm of thyroid glands,neoplasms,68.1 ± 7.97,358/406846,54%,0,0,0,0,0,https://drive.google.com/file/d/160ZtlnhmIrAmY1yl_vi22J4x7LgUHcnp/view?usp=drivesdk
227.1,Benign neoplasm of adrenal gland,neoplasms,68.11 ± 7.96,357/406878,54%,0,0,0,0,0,https://drive.google.com/file/d/1Qboeuzqaws7R6a8hXU12cTE18bA3ZvcX/view?usp=drivesdk
227.2,Benign neoplasm of parathyroid gland,neoplasms,68.1 ± 7.96,626/407132,54%,0,0,0,0,1,https://drive.google.com/file/d/19wHGnBhHB7XSty1VcHygeWcNVaah88Fy/view?usp=drivesdk
227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),neoplasms,68.1 ± 7.98,537/407039,54%,1,0,0,0,0,https://drive.google.com/file/d/1DYD3avpHSt4IhE0ZIkKgptYTWDUQLul1/view?usp=drivesdk
228,Hemangioma and lymphangioma; any site,neoplasms,68.07 ± 8.0,2254/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1xdFHNvcmTXSGV6EcuuQ0AUwlsr4gBmyA/view?usp=drivesdk
229,Benign neoplasm of unspecified sites,neoplasms,68.03 ± 8.05,2748/409236,54%,0,0,0,0,1,https://drive.google.com/file/d/1d2XHnjRGo8tGFtOSkvWo99369hVKO-oH/view?usp=drivesdk
240,Simple and unspecified goiter,endocrine/metabolic,67.94 ± 7.99,821/382453,52%,1,0,0,0,1,https://drive.google.com/file/d/1r2E-_si2Flai4m-uCbBP97g_p6Xjccen/view?usp=drivesdk
241.1,Nontoxic uninodular goiter,endocrine/metabolic,67.95 ± 7.99,795/382443,52%,0,0,0,0,0,https://drive.google.com/file/d/1zcSVCtps_4o4pK_sj0fQQjuVxy9KciUK/view?usp=drivesdk
241.2,Nontoxic multinodular goiter,endocrine/metabolic,67.94 ± 7.99,958/382592,52%,0,0,0,0,2,https://drive.google.com/file/d/11w3vo6kfr2mXgqoYw_zKFV-OsGDfggLd/view?usp=drivesdk
242,Thyrotoxicosis with or without goiter,endocrine/metabolic,67.93 ± 8.0,2342/384077,52%,43,7,1,0,99,https://drive.google.com/file/d/1QT6iOnaimNrutFjQUum-r6CjBEgax3Fy/view?usp=drivesdk
242.1,Graves' disease,endocrine/metabolic,67.94 ± 7.99,682/382317,52%,34,7,0,0,80,https://drive.google.com/file/d/1HO32-wjmw7myIHYOpYXi1HcVkkqYnEdR/view?usp=drivesdk
242.3,Exophthalmos,endocrine/metabolic,67.96 ± 7.98,172/381766,52%,11,1,0,0,14,https://drive.google.com/file/d/1p-THeo6lc9JW2ZLPzVz8sYeCaFjwYzad/view?usp=drivesdk
244.1,Secondary hypothyroidism,endocrine/metabolic,67.94 ± 7.99,1943/383680,52%,17,2,0,0,34,https://drive.google.com/file/d/1Lot54YfhmdBo4813QBhhvVu5TuWYUlHb/view?usp=drivesdk
244.2,Acquired hypothyroidism,endocrine/metabolic,67.96 ± 7.98,232/381868,52%,0,0,0,0,0,https://drive.google.com/file/d/15jarm16rRtbtrOYj-_0vsnYFu12B47Tq/view?usp=drivesdk
244.4,Hypothyroidism NOS,endocrine/metabolic,67.71 ± 8.09,21871/404440,54%,85,23,80,2,445,https://drive.google.com/file/d/1oMOIAUXxWRt4bkQ5mF5NynZceYGBWyqJ/view?usp=drivesdk
245.21,Chronic lymphocytic thyroiditis,endocrine/metabolic,67.95 ± 7.98,295/381903,52%,0,0,0,0,1,https://drive.google.com/file/d/1EYz7ustBFR0iKvd16PXuDoPXb_NuxoR6/view?usp=drivesdk
246,Other disorders of thyroid,endocrine/metabolic,67.95 ± 7.98,677/382337,52%,0,0,0,0,0,https://drive.google.com/file/d/1KHHieBJFjtKCoN784-g756iXFqGd9hLH/view?usp=drivesdk
250,Diabetes mellitus,endocrine/metabolic,67.83 ± 8.01,4820/381671,55%,10,2,2,0,28,https://drive.google.com/file/d/1D5AoPjFxVVxobmUstQPeNZUo5ko6kvsC/view?usp=drivesdk
250.1,Type 1 diabetes,endocrine/metabolic,67.8 ± 8.04,3387/379994,55%,52,10,7,1,128,https://drive.google.com/file/d/1aDfJuskpOp3fICWiLIpCbkiIKEM0J6Cs/view?usp=drivesdk
250.11,Type 1 diabetes with ketoacidosis,endocrine/metabolic,67.86 ± 7.99,341/376869,55%,32,6,0,0,70,https://drive.google.com/file/d/1teCIPOruSOCmaUEwJmSFzlmLXU9NFnb3/view?usp=drivesdk
250.13,Type 1 diabetes with ophthalmic manifestations,endocrine/metabolic,67.86 ± 7.99,663/377197,55%,43,10,2,1,96,https://drive.google.com/file/d/18RNF4xa40ysLzjHIyj4eOtDyNg6fZ01z/view?usp=drivesdk
250.14,Type 1 diabetes with neurological manifestations,endocrine/metabolic,67.87 ± 7.98,237/376770,55%,19,5,0,0,39,https://drive.google.com/file/d/1fq2tHDWThG5_20rfuIeR-VD7mTMCkK1G/view?usp=drivesdk
250.2,Type 2 diabetes,endocrine/metabolic,67.62 ± 8.06,28709/406673,54%,108,15,27,67,298,https://drive.google.com/file/d/1goIb99Bf40QvJXuPz3mxEe0-0Ee8gh0g/view?usp=drivesdk
250.21,Type 2 diabetes with ketoacidosis,endocrine/metabolic,67.87 ± 7.98,246/376797,55%,0,0,0,0,0,https://drive.google.com/file/d/186Kv6Zfsa5IgMtQ2HEhrvkx-sTzeFwe7/view?usp=drivesdk
250.22,Type 2 diabetes with renal manifestations,endocrine/metabolic,67.87 ± 7.98,387/376950,55%,0,0,0,0,0,https://drive.google.com/file/d/1Dq9FYbPiABmINz2WYxzS9-eJ-XCvJMQ5/view?usp=drivesdk
250.23,Type 2 diabetes with ophthalmic manifestations,endocrine/metabolic,67.86 ± 7.99,2551/379291,55%,19,3,1,0,45,https://drive.google.com/file/d/1eviQkeClI3HEncQZDSuXuY9j9ILhmjNi/view?usp=drivesdk
250.24,Type 2 diabetes with neurological manifestations,endocrine/metabolic,67.86 ± 7.98,1050/377651,55%,0,0,0,0,1,https://drive.google.com/file/d/1OMATnXh0Q__tVEz_1dYd7ntjvwx1f6Q_/view?usp=drivesdk
250.41,Impaired fasting glucose,endocrine/metabolic,67.87 ± 7.99,941/377766,55%,0,0,0,0,0,https://drive.google.com/file/d/1Ccr274gnlAgb7tCzvV8k3rcioUp9IgCZ/view?usp=drivesdk
250.42,Other abnormal glucose,endocrine/metabolic,67.86 ± 7.99,654/377233,55%,0,0,0,0,1,https://drive.google.com/file/d/1ph6Pv_fkN69AT0E2xBDTAvLHjzHe4Ilz/view?usp=drivesdk
250.6,Polyneuropathy in diabetes,endocrine/metabolic,67.87 ± 7.98,811/377413,55%,0,0,0,0,1,https://drive.google.com/file/d/1YyOs-aAYtnqdauhefr9TytyeHRmhs_OE/view?usp=drivesdk
250.7,Diabetic retinopathy,endocrine/metabolic,67.8 ± 7.97,2461/386671,54%,20,3,1,0,42,https://drive.google.com/file/d/1tB8SIBuVI3IqyRYpFkxe_GZEXFdRD-Hs/view?usp=drivesdk
251.1,Hypoglycemia,endocrine/metabolic,67.85 ± 7.99,2049/374528,55%,20,4,0,0,47,https://drive.google.com/file/d/1tBZi1dgo2WisHt_zS0FZEGCJocWI2XUI/view?usp=drivesdk
252.1,Hyperparathyroidism,endocrine/metabolic,68.08 ± 7.96,1459/403821,54%,0,0,0,0,0,https://drive.google.com/file/d/1R2ouYqhczLB5vvm5rzftftJ5wTNAkwaW/view?usp=drivesdk
252.2,Hypoparathyroidism,endocrine/metabolic,68.09 ± 7.96,331/402607,54%,0,0,0,0,0,https://drive.google.com/file/d/1zMjWfmPOQw6qqf4HTd1JoDYSOnHj58df/view?usp=drivesdk
253,Disorders of the pituitary gland and its hypothalamic control,endocrine/metabolic,68.09 ± 7.96,177/402421,54%,0,0,0,0,1,https://drive.google.com/file/d/1kf6AS7Wyk82F7ZodMJDX4lwQ-MYH0n-A/view?usp=drivesdk
253.2,Pituitary hypofunction,endocrine/metabolic,68.08 ± 7.96,373/402629,54%,0,0,0,0,0,https://drive.google.com/file/d/1lV6w4vYtHuPrHMsbCOaDuwFSbz577Qz3/view?usp=drivesdk
253.7,Other disorders of neurohypophysis,endocrine/metabolic,68.09 ± 7.95,384/402675,54%,0,0,0,0,0,https://drive.google.com/file/d/1v1tc69FN5gvDKcrENXyIgDhHEGH3eWdr/view?usp=drivesdk
255,Disorders of adrenal glands,endocrine/metabolic,68.09 ± 7.96,340/402633,54%,0,0,0,0,0,https://drive.google.com/file/d/1O4O63IWaa4Gni5K2398JQZTaAI72XSwf/view?usp=drivesdk
255.21,Glucocorticoid deficiency,endocrine/metabolic,68.08 ± 7.96,651/402939,54%,2,0,0,0,14,https://drive.google.com/file/d/1fYU-2evfStkdxZBiMz0O6Eg4ojamt-qn/view?usp=drivesdk
256.4,Polycystic ovaries,endocrine/metabolic,67.94 ± 7.94,283/217675,100%,0,0,0,0,0,https://drive.google.com/file/d/1qy_Q0DPl-9Jki5XndOKSFNKTSjxgb5LH/view?usp=drivesdk
257.1,Testicular hypofunction,endocrine/metabolic,68.22 ± 8.03,255/185128,0%,0,0,0,0,0,https://drive.google.com/file/d/1iT5wCJfwYMEpboVYZtAQjZ_H1thbAVB7/view?usp=drivesdk
259,Other endocrine disorders,endocrine/metabolic,68.08 ± 7.96,160/402409,54%,0,0,0,0,0,https://drive.google.com/file/d/1amVdV6q-1VslMHD9Ocmwn0_33N7vpJ6x/view?usp=drivesdk
260,Protein-calorie malnutrition,endocrine/metabolic,68.06 ± 7.96,408/401534,54%,0,0,0,0,0,https://drive.google.com/file/d/18OCsQf_igACRPREJE2mcTsWtEFzmRYUq/view?usp=drivesdk
260.6,Anorexia,endocrine/metabolic,68.06 ± 7.96,1632/402928,54%,0,0,0,0,0,https://drive.google.com/file/d/1KPXCa4PwrWHteYcqbV8ysn_hnbjSVHOy/view?usp=drivesdk
261.2,Vitamin B-complex deficiencies,endocrine/metabolic,68.06 ± 7.96,2072/403494,54%,4,1,0,0,3,https://drive.google.com/file/d/1NeFONXALvt4Gcnph9PKGspOEMD-wgpkE/view?usp=drivesdk
261.4,Vitamin D deficiency,endocrine/metabolic,68.07 ± 7.96,2467/404150,54%,0,0,0,0,0,https://drive.google.com/file/d/1f6HpAJVbiTmc5s0bI9FKEalZSlz45UKg/view?usp=drivesdk
262,Mineral deficiency NEC,endocrine/metabolic,68.06 ± 7.96,683/401888,54%,0,0,0,0,0,https://drive.google.com/file/d/1bGP1ntpDoHVaXsctcqzibgQx7OHYjKw6/view?usp=drivesdk
269,Proteinuria,endocrine/metabolic,68.09 ± 7.96,494/407991,54%,0,0,0,0,0,https://drive.google.com/file/d/19sfEQUBz7SUIv51uoIauwU61SUvHN7vv/view?usp=drivesdk
270.32,Paraproteinemia,endocrine/metabolic,68.11 ± 7.96,694/408284,54%,0,0,0,0,0,https://drive.google.com/file/d/1TfIyOyohSx0TVyEmBb5ZWg-K0bym0MTJ/view?usp=drivesdk
270.33,Amyloidosis,endocrine/metabolic,68.1 ± 7.96,302/407829,54%,0,0,0,0,0,https://drive.google.com/file/d/1YRHl3JuD80zanMiBGhGod_ecY9H3svCo/view?usp=drivesdk
271.3,Intestinal disaccharidase deficiencies and disaccharide malabsorption,endocrine/metabolic,68.12 ± 7.96,278/409255,54%,0,0,0,0,0,https://drive.google.com/file/d/1qTutOECuacfn3eA8R9jQsxfN5dU3UVHO/view?usp=drivesdk
272.1,Hyperlipidemia,endocrine/metabolic,67.41 ± 8.01,8790/360241,56%,102,13,32,102,42,https://drive.google.com/file/d/1-S8rWra3Cqu2eBySC7OIiUt0bxkXiIj_/view?usp=drivesdk
272.11,Hypercholesterolemia,endocrine/metabolic,67.18 ± 8.02,51155/404752,54%,238,39,128,118,310,https://drive.google.com/file/d/1iMV_z3WF-rBiCcN2IIkSVO8wK44DuTys/view?usp=drivesdk
272.13,Mixed hyperlipidemia,endocrine/metabolic,67.45 ± 8.0,278/351106,56%,22,0,9,106,4,https://drive.google.com/file/d/1-93Qdr8GPNMC352MAwMPl3UAkYdIHLzW/view?usp=drivesdk
272.9,Unspecified disorder of lipoid metabolism,endocrine/metabolic,67.45 ± 8.0,575/351477,56%,0,0,0,0,0,https://drive.google.com/file/d/131PGmAhlOe4J4axkKb5uC7qSgZhHOmAz/view?usp=drivesdk
274.1,Gout,endocrine/metabolic,68.07 ± 7.95,4776/408833,54%,3,0,40,31,9,https://drive.google.com/file/d/1UNCsZVO0aMgsdEdM_kaCo9u4S8Y4jiA5/view?usp=drivesdk
274.21,Chondrocalcinosis,endocrine/metabolic,68.06 ± 7.96,383/403844,55%,0,0,0,0,0,https://drive.google.com/file/d/1wxq7Y27us1lxE-o6S8VQERdhdCiMi030/view?usp=drivesdk
275.1,Disorders of iron metabolism,hematopoietic,68.07 ± 7.97,1061/404386,54%,29,7,33,0,100,https://drive.google.com/file/d/17BcIhWTOPN1yK1nr9XID6Z6FMSTR2fu3/view?usp=drivesdk
275.3,Disorders of magnesium metabolism,endocrine/metabolic,68.09 ± 7.96,1467/405132,54%,0,0,0,0,0,https://drive.google.com/file/d/1P2GPWfKb1HznUkmTnAQFoZ6SCp8hX1Oo/view?usp=drivesdk
275.5,Disorders of calcium/phosphorus metabolism,endocrine/metabolic,68.08 ± 7.96,2524/406202,54%,0,0,0,0,0,https://drive.google.com/file/d/114-fhTo_7MF54LKs7LLHmNK6Tox9fnv6/view?usp=drivesdk
275.53,Disorders of phosphorus metabolism,endocrine/metabolic,68.09 ± 7.96,851/404330,54%,0,0,0,0,0,https://drive.google.com/file/d/1-IDMrj4UP-eYIObpMgLt9X96baDmx_mo/view?usp=drivesdk
276.1,Electrolyte imbalance,endocrine/metabolic,67.94 ± 7.97,413/388787,54%,0,0,0,0,0,https://drive.google.com/file/d/14Tvpg7bVGLA4ca7_7RLAZSVrsgmNzpMd/view?usp=drivesdk
276.11,Hyperosmolality and/or hypernatremia,endocrine/metabolic,67.94 ± 7.96,798/389272,54%,29,0,2,32,4,https://drive.google.com/file/d/16Jh5d28CdvAR_5p6Xad7RgcKQlwdPY9L/view?usp=drivesdk
276.12,Hyposmolality and/or hyponatremia,endocrine/metabolic,67.96 ± 7.96,5323/394497,54%,10,0,0,0,2,https://drive.google.com/file/d/1DiOVjDDnyIBSj_54wA9_Gsh4sIrztwdW/view?usp=drivesdk
276.13,Hyperpotassemia,endocrine/metabolic,67.94 ± 7.96,2383/391032,54%,0,0,0,0,0,https://drive.google.com/file/d/1-ETmCVVD8ZXt88oWbdOXYeK1G6jeigrE/view?usp=drivesdk
276.14,Hypopotassemia,endocrine/metabolic,67.95 ± 7.97,4192/393310,54%,0,0,0,0,0,https://drive.google.com/file/d/1ojLMH24dOvyVUvn8rLxqPnooNpeN6gqT/view?usp=drivesdk
276.41,Acidosis,endocrine/metabolic,67.94 ± 7.96,2681/391338,54%,0,0,0,0,0,https://drive.google.com/file/d/123UqOtlOs4StsZhUBe7VEoBBLTneqdJl/view?usp=drivesdk
276.42,Alkalosis,endocrine/metabolic,67.94 ± 7.96,379/388772,54%,0,0,0,0,0,https://drive.google.com/file/d/1DMajuVgXj_HbROlvFX10s8lVRIvgXzKk/view?usp=drivesdk
276.5,Hypovolemia,endocrine/metabolic,67.94 ± 7.97,6797/396070,54%,0,0,0,0,1,https://drive.google.com/file/d/1tN5OZ5xgq4YlkenvHsFWQai0gp2U28O8/view?usp=drivesdk
276.6,Fluid overload,endocrine/metabolic,67.95 ± 7.96,1739/390392,54%,1,0,0,0,0,https://drive.google.com/file/d/1e-A1_VPH8ZfahztG_YTbVrBFRPNyV0Qf/view?usp=drivesdk
276.8,Polydipsia,endocrine/metabolic,67.93 ± 7.97,173/388478,54%,1,0,0,0,0,https://drive.google.com/file/d/1wz1VqQQnGzYOqlZpbmNU0yLUxDAy7wWA/view?usp=drivesdk
277,Other disorders of metabolism,endocrine/metabolic,68.09 ± 7.97,2153/408077,54%,12,2,0,0,3,https://drive.google.com/file/d/1kipil5Fk53cUg9KiSH81yOH4lgQYaaa3/view?usp=drivesdk
277.4,Disorders of bilirubin excretion,endocrine/metabolic,68.09 ± 7.96,674/406280,54%,10,0,19,0,3,https://drive.google.com/file/d/1n9nvCNIgKEwV5NS0UIBlzHu2B7UrAXm-/view?usp=drivesdk
277.5,Other disorders of lipoid metabolism,endocrine/metabolic,68.1 ± 7.96,384/405973,54%,0,0,0,0,0,https://drive.google.com/file/d/1hG3MU5jk3GtrQQcUif0tfbcsmb4ttzXy/view?usp=drivesdk
278.1,Obesity,endocrine/metabolic,67.82 ± 8.08,24338/409104,54%,73,1,11,48,97,https://drive.google.com/file/d/13xQ907HXTwqMg4MXRW_-BlDiKW-OHN6y/view?usp=drivesdk
279.11,Deficiency of humoral immunity,endocrine/metabolic,68.11 ± 7.96,267/408713,54%,0,0,0,0,0,https://drive.google.com/file/d/1_vtu-VYz8cQ1Ta4ESIDfabNRtmbQSZQO/view?usp=drivesdk
279.7,Other immunological findings,endocrine/metabolic,68.11 ± 7.96,350/408792,54%,1,0,0,0,8,https://drive.google.com/file/d/1mlTeS5tgtfdrMWq7A15bNKWbJds8GrDs/view?usp=drivesdk
280.1,Iron deficiency anemias; unspecified or not due to blood loss,hematopoietic,67.8 ± 8.07,14354/390384,54%,21,2,2,1,35,https://drive.google.com/file/d/1pRRniol00zvJXln-dJGdXqVJzoyHFX4f/view?usp=drivesdk
280.2,Iron deficiency anemia secondary to blood loss (chronic),hematopoietic,67.91 ± 7.98,673/375589,54%,0,0,0,0,1,https://drive.google.com/file/d/1nof1TiRyCqKEnkITcQzigChSBn2vKKhT/view?usp=drivesdk
281.11,Pernicious anemia,hematopoietic,67.91 ± 7.97,1188/376129,54%,1,1,0,0,7,https://drive.google.com/file/d/1ZRnBuOyUsJuylmtUhTbSr9R_0F03q875/view?usp=drivesdk
281.12,Other vitamin B12 deficiency anemia,hematopoietic,67.92 ± 7.96,299/375182,54%,0,0,0,0,0,https://drive.google.com/file/d/1Vcrld53XGMs8fW5PY6FW1PmZAqMPPt__/view?usp=drivesdk
281.13,Folate-deficiency anemia,hematopoietic,67.92 ± 7.96,426/375373,54%,0,0,0,0,0,https://drive.google.com/file/d/1sMXorXe_tz_2qRnLzd1IHm252sYJOag6/view?usp=drivesdk
282.5,Sickle cell anemia,hematopoietic,67.92 ± 7.96,33/374896,54%,1,0,0,0,0,https://drive.google.com/file/d/19To0dj1aggII3xUkECV31UDdmD8g7Ssq/view?usp=drivesdk
282.8,Other hemoglobinopathies,hematopoietic,67.92 ± 7.96,105/374971,54%,0,0,0,0,0,https://drive.google.com/file/d/1HMz3zF1k0EBzUG6naXLwcNvJi9-Ewqvz/view?usp=drivesdk
282.9,Other hereditary hemolytic anemias,hematopoietic,67.92 ± 7.96,146/375023,54%,0,0,0,0,0,https://drive.google.com/file/d/1vXCYyLGxQdNahfgAQMLQXHBqd7bvH9KU/view?usp=drivesdk
283.1,Autoimmune hemolytic anemias,hematopoietic,67.92 ± 7.96,172/375051,54%,0,0,0,0,0,https://drive.google.com/file/d/14_gkggIlpCzwfVN7WWqcKxzxy0GVUb-3/view?usp=drivesdk
284,Aplastic anemia,hematopoietic,67.92 ± 7.96,877/375840,54%,0,0,0,0,0,https://drive.google.com/file/d/1G4_170IPyVDxO5E5VargBqXjSeG8VV-0/view?usp=drivesdk
285,Other anemias,hematopoietic,67.74 ± 8.13,19644/396038,54%,44,6,7,7,29,https://drive.google.com/file/d/1txKSj_ZkyUJMMqGYJmigcNmUVMnai1KB/view?usp=drivesdk
285.1,Acute posthemorrhagic anemia,hematopoietic,67.91 ± 7.97,347/375223,54%,0,0,0,0,0,https://drive.google.com/file/d/18LYs9S0AmNC6BtD3SVO5t7xbYbSXlME5/view?usp=drivesdk
285.2,Anemia of chronic disease,hematopoietic,67.92 ± 7.96,568/375479,54%,0,0,0,0,0,https://drive.google.com/file/d/111BpKyIeV3yNfpkVUZ5Y-6t5rAdQunk6/view?usp=drivesdk
285.22,Anemia in neoplastic disease,hematopoietic,67.92 ± 7.96,663/375562,54%,0,0,0,0,0,https://drive.google.com/file/d/1dSDN8tIajCsd0PO99oP0bkhxNn-dsR5X/view?usp=drivesdk
286.12,Congenital deficiency of other clotting factors (including factor VII),hematopoietic,68.09 ± 7.96,398/404697,54%,12,2,0,0,9,https://drive.google.com/file/d/1qNX0I6i1ZCamBEWrmKXPFC5JWG-h5RhM/view?usp=drivesdk
286.7,Other and unspecified coagulation defects,hematopoietic,68.09 ± 7.97,536/404860,54%,0,0,0,0,1,https://drive.google.com/file/d/1Wsfp7sRhqJHiANaSWDLtowhf4J3KuiRj/view?usp=drivesdk
287,Purpura and other hemorrhagic conditions,hematopoietic,68.1 ± 7.96,261/404573,54%,0,0,0,0,0,https://drive.google.com/file/d/1AIQERKBSJEYscVjMD65z-J4INzJXkmdw/view?usp=drivesdk
287.1,Spontaneous ecchymoses,hematopoietic,68.1 ± 7.96,223/404529,54%,0,0,0,0,0,https://drive.google.com/file/d/1CLgfVqJat_0AmMocntktTtx8TIS4VpSt/view?usp=drivesdk
287.3,Thrombocytopenia,hematopoietic,68.09 ± 7.97,2502/407050,54%,5,1,0,0,0,https://drive.google.com/file/d/1XYLq3Fd8mC4uoH1Cu8Wu2YhVtuBK5UXT/view?usp=drivesdk
287.31,Primary thrombocytopenia,hematopoietic,68.09 ± 7.96,642/404963,54%,0,0,0,0,0,https://drive.google.com/file/d/1xhpRVV_1UXJAT7N4O-YyN1FnZ2SJCc-s/view?usp=drivesdk
287.32,Secondary thrombocytopenia,hematopoietic,68.1 ± 7.96,165/404468,54%,0,0,0,0,0,https://drive.google.com/file/d/17--Ba6lKwt269dbpjzNOAfM2P4Zr0eWj/view?usp=drivesdk
288,Diseases of white blood cells,hematopoietic,68.07 ± 7.98,1110/397198,54%,0,0,0,0,0,https://drive.google.com/file/d/1lVIuamsHe3Wlebk2XR6N_WDtwDG6QrdF/view?usp=drivesdk
288.11,Neutropenia,hematopoietic,68.03 ± 7.99,5265/401418,54%,0,0,0,0,0,https://drive.google.com/file/d/1yK_qrY2tMAKxxP4z9AUOn4YbOz9S5Zc-/view?usp=drivesdk
289,Other diseases of blood and blood-forming organs,hematopoietic,68.07 ± 7.97,735/396650,54%,0,0,0,0,0,https://drive.google.com/file/d/1LDn8AAG02RZN-LpLgPkWTxH0YGznvHje/view?usp=drivesdk
289.3,Personal history of diseases of blood and blood-forming organs,hematopoietic,68.07 ± 7.97,648/396607,54%,0,0,0,0,0,https://drive.google.com/file/d/1n3QEFplYW5QS6FSvTbbDa2j1T7Xf5Zcy/view?usp=drivesdk
289.4,Lymphadenitis,hematopoietic,68.02 ± 8.03,4211/400379,54%,0,0,0,0,0,https://drive.google.com/file/d/1ECcDj1l1f-CoyQcwBdkTxO4uLaYE5HYB/view?usp=drivesdk
289.5,Diseases of spleen,hematopoietic,68.07 ± 7.97,915/396874,54%,0,0,0,0,0,https://drive.google.com/file/d/1Hsz16UJq2ip388U7fu5VONC8HrZwuRRx/view?usp=drivesdk
289.8,Polycythemia; secondary,hematopoietic,68.06 ± 7.97,537/395377,54%,2,0,0,0,1,https://drive.google.com/file/d/1gfpKW4xGO5iyGsQaLXZtrKEfaMtqEb71/view?usp=drivesdk
290,Delirium dementia and amnestic and other cognitive disorders,mental disorders,67.94 ± 7.95,1531/393002,54%,37,0,3,31,3,https://drive.google.com/file/d/18VlsTL1in6TgtVLqwZ5qf4aGd8N-Rv21/view?usp=drivesdk
290.1,Dementias,mental disorders,67.97 ± 7.94,3185/394643,54%,93,1,13,113,16,https://drive.google.com/file/d/16IEYbae2pQdxnLdtDFxhVqAdUjOO-aNu/view?usp=drivesdk
290.11,Alzheimer's disease,mental disorders,67.94 ± 7.94,1889/393078,54%,99,1,12,113,25,https://drive.google.com/file/d/1__1ejxZ7d0AqEXYi4beavFcRSTS4IT9I/view?usp=drivesdk
290.12,Dementia with cerebral degenerations,mental disorders,67.91 ± 7.94,224/391024,54%,24,0,1,0,0,https://drive.google.com/file/d/18xZPQ5Vh0WduRYDFum40ba--0-U8F9pH/view?usp=drivesdk
290.16,Vascular dementia,mental disorders,67.93 ± 7.94,998/391943,54%,68,1,7,84,8,https://drive.google.com/file/d/1Q3IRZlLq5-kMZqTLkysbG2D9gldw9sgA/view?usp=drivesdk
